pdb_id,max_dist,apix
1abb,129.761,1.0058992248062015
6ku9,95.92500000000001,1.0
1llr,66.637,1.0
1qg4,67.74199999999999,1.0
7dz1,66.037,1.0
1bqa,82.24199999999999,1.0
3cd5,120.507,1.0
5lnt,99.2,1.0
2dwd,114.82300000000001,1.0
5t00,88.488,1.0
5no1,113.02600000000001,1.0
6bir,81.878,1.0
7kax,139.465,1.081124031007752
6y04,58.853,1.0
6ks2,107.196,1.0
3l07,71.83699999999999,1.0
3tym,86.91,1.0
4z7l,175.934,1.363829457364341
7m6n,125.96999999999998,1.0
7lr8,94.362,1.0
5ghm,63.336,1.0
2vvc,99.94200000000001,1.0
6s3s,112.125,1.0
8dyo,47.480999999999995,1.0
5ayj,90.96199999999999,1.0
3bgm,66.965,1.0
7wgl,81.84899999999999,1.0
1r1o,87.375,1.0
2h3r,121.295,1.0
4pck,77.975,1.0
6gic,67.847,1.0
5ypx,81.743,1.0
5gt5,98.042,1.0
6vmd,143.31400000000002,1.1109612403100777
3clx,76.967,1.0
6wan,139.571,1.0819457364341085
3gyb,66.112,1.0
3rhh,104.255,1.0
3g6t,50.971000000000004,1.0
6a04,73.35499999999999,1.0
3lqz,71.049,1.0
2bjm,48.012,1.0
1jfr,81.333,1.0
6v4w,75.008,1.0
7vlh,46.621,1.0
2oxq,113.727,1.0
6xfu,47.579,1.0
5l2b,99.368,1.0
4twb,116.979,1.0
7cs4,147.793,1.1456821705426357
3pg2,85.943,1.0
1kiz,79.447,1.0
1lwe,97.06700000000001,1.0
5v4o,110.684,1.0
6p7i,95.045,1.0
1irq,44.876,1.0
1pyq,60.047,1.0
2nq9,52.327,1.0
5szd,74.29400000000001,1.0
5y2l,137.137,1.063077519379845
1ips,81.062,1.0
1stx,74.018,1.0
3nro,86.65,1.0
6qom,71.672,1.0
8e9e,82.85300000000001,1.0
2fn6,84.301,1.0
4buy,84.078,1.0
7oua,69.849,1.0
2mic,52.303,1.0
5cs4,123.394,1.0
3gjf,173.80200000000002,1.3473023255813956
7kei,69.352,1.0
3dr2,83.16799999999999,1.0
1yn3,107.036,1.0
7xhe,79.114,1.0
6xpr,148.752,1.1531162790697675
6t1t,109.57,1.0
5d8w,78.562,1.0
6u47,59.144000000000005,1.0
6mho,113.927,1.0
2wfx,79.369,1.0
2af4,96.30900000000001,1.0
1v14,90.528,1.0
7bzu,102.62200000000001,1.0
2zi7,87.86500000000001,1.0
5nh9,93.36800000000001,1.0
2jum,29.964999999999996,1.0
7l8p,211.552,1.639937984496124
5fe3,52.5,1.0
2exf,34.953,1.0
6eyv,93.362,1.0
3pon,74.96100000000001,1.0
1v4j,77.83099999999999,1.0
8dxu,57.795,1.0
2rh7,84.662,1.0
6wbz,101.298,1.0
6su9,74.697,1.0
5lrr,111.885,1.0
7dag,180.171,1.3966744186046511
3ud1,101.055,1.0
4uc9,100.08,1.0
5ewz,77.09899999999999,1.0
2owa,58.29600000000001,1.0
1oc0,71.289,1.0
5u48,54.56,1.0
1vfp,187.49,1.4534108527131784
2phu,73.88499999999999,1.0
4ked,61.65800000000001,1.0
4abm,72.667,1.0
7cx2,114.53899999999999,1.0
1ob1,129.608,1.0047131782945737
1hnc,112.583,1.0
5h2g,74.221,1.0
2p9j,91.571,1.0
8acu,59.094,1.0
4avu,83.92699999999999,1.0
4msk,96.42099999999999,1.0
4uxw,62.673,1.0
5ppt,61.083999999999996,1.0
4jet,146.719,1.1373565891472868
3azg,85.953,1.0
5lu7,78.203,1.0
4gtu,148.098,1.148046511627907
5kcm,92.316,1.0
6l85,95.114,1.0
6j08,69.07,1.0
8hcc,113.219,1.0
6iyf,71.61500000000001,1.0
7kzx,139.623,1.0823488372093022
5u57,80.869,1.0
2xxm,54.361999999999995,1.0
6jn2,66.26899999999999,1.0
3wur,59.889,1.0
6e9h,108.27799999999999,1.0
3a45,86.854,1.0
7air,188.604,1.462046511627907
8dkn,63.480999999999995,1.0
7ckq,220.435,1.7087984496124031
3uk9,124.414,1.0
4tvh,63.381,1.0
3n2d,51.55,1.0
4dtg,95.38999999999999,1.0
3c3d,147.25900000000001,1.141542635658915
4yk0,79.737,1.0
4r6a,93.985,1.0
7spc,173.90800000000002,1.348124031007752
7lsx,136.524,1.058325581395349
6evm,51.318,1.0
6w9y,45.306,1.0
2nyy,159.795,1.2387209302325581
1ivh,103.07,1.0
4di4,73.812,1.0
1b5h,71.446,1.0
6rdn,248.134,1.9235193798449612
4d9c,108.004,1.0
6o3d,67.458,1.0
6tcf,66.868,1.0
3giq,87.778,1.0
7wbi,38.608999999999995,1.0
1ruo,66.09400000000001,1.0
6v7t,67.833,1.0
3wof,225.375,1.747093023255814
2hy5,60.234,1.0
3ahp,89.865,1.0
8ooa,86.13700000000001,1.0
5xwb,98.408,1.0
6ttl,106.304,1.0
1zkf,71.16499999999999,1.0
3whn,72.39699999999999,1.0
6c09,111.978,1.0
2d0q,63.33999999999999,1.0
3wty,106.521,1.0
3u1j,59.823,1.0
6mb0,106.152,1.0
8iy5,117.506,1.0
1wvv,81.409,1.0
6juj,89.64699999999999,1.0
5lez,168.44,1.3057364341085271
1dlv,107.67500000000001,1.0
5o28,111.91300000000001,1.0
4mp4,89.188,1.0
3ss3,155.88,1.2083720930232558
4wma,65.958,1.0
4q13,69.572,1.0
5oaw,96.649,1.0
3eg6,52.341,1.0
2vl3,91.41,1.0
2zwd,57.980000000000004,1.0
6mt1,85.60199999999999,1.0
6ulv,93.211,1.0
1dgc,75.739,1.0
6mzv,204.00300000000001,1.581418604651163
6c61,73.40599999999999,1.0
4jtg,92.775,1.0
8enc,235.49699999999999,1.8255581395348837
2bys,138.135,1.070813953488372
3mor,77.34,1.0
1nbm,124.767,1.0
1m5f,99.343,1.0
5jr4,83.87700000000001,1.0
6zce,268.197,2.079046511627907
3mo4,97.673,1.0
6za6,106.631,1.0
5qj7,87.371,1.0
6cqw,108.79599999999999,1.0
2ru3,40.417,1.0
2ogr,95.78999999999999,1.0
3skk,106.662,1.0
7n4d,91.982,1.0
4ktq,81.179,1.0
4jrm,106.987,1.0
4qtr,93.814,1.0
1bbj,103.35900000000001,1.0
2nl8,39.906,1.0
6jf4,72.651,1.0
5j4a,77.447,1.0
5lmb,100.186,1.0
1pt9,73.174,1.0
5ma1,77.42900000000002,1.0
2r8u,65.985,1.0
3ao3,53.462,1.0
7rrd,80.911,1.0
1m3h,65.235,1.0
7kjx,106.64099999999999,1.0
3q4k,93.826,1.0
6np7,53.72599999999999,1.0
4jey,81.062,1.0
5i90,89.707,1.0
7yjp,79.364,1.0
6wh0,86.67699999999999,1.0
5c5k,137.389,1.065031007751938
2ct8,100.033,1.0
2nmv,87.57900000000001,1.0
6gsv,62.516000000000005,1.0
3tmk,175.911,1.3636511627906978
3cqh,68.499,1.0
8ddx,64.506,1.0
5aqh,79.839,1.0
1h8f,101.26400000000001,1.0
6ic7,62.527,1.0
4emh,140.60500000000002,1.0899612403100776
6b1l,88.04299999999999,1.0
3l33,101.138,1.0
4mez,76.273,1.0
3eip,44.741,1.0
8jz7,97.193,1.0
3tei,63.30200000000001,1.0
6nql,106.806,1.0
1x28,94.38899999999998,1.0
6rxf,92.143,1.0
7cr1,112.49499999999999,1.0
7n9c,297.871,2.3090775193798447
4aci,62.080000000000005,1.0
6e3r,65.606,1.0
7d3t,77.848,1.0
4iga,38.008,1.0
4j2w,103.714,1.0
5tm0,102.86,1.0
4avg,77.259,1.0
4r0c,135.68,1.0517829457364343
3f4l,177.821,1.3784573643410853
6d49,58.084,1.0
7nxa,110.11800000000001,1.0
1shw,66.185,1.0
2zwk,240.799,1.8666589147286823
2np1,79.994,1.0
1t2h,66.271,1.0
6mw3,116.50800000000001,1.0
3dwt,134.76,1.0446511627906976
3bpc,80.302,1.0
2g81,57.794,1.0
5wti,282.877,2.19284496124031
4xun,86.41600000000001,1.0
6i02,139.736,1.0832248062015504
4jwp,77.461,1.0
4ude,50.80799999999999,1.0
4gqn,73.999,1.0
8pm2,73.21000000000001,1.0
1cq1,89.06299999999999,1.0
6xlb,96.025,1.0
7xke,81.98700000000001,1.0
6xye,93.744,1.0
4bac,114.744,1.0
6atr,62.01,1.0
5iwx,107.724,1.0
7wqq,16.058,1.0
2e40,82.964,1.0
4mop,124.631,1.0
5v05,58.553000000000004,1.0
3m6o,67.654,1.0
6snv,127.17599999999999,1.0
5zre,141.712,1.0985426356589147
2e4h,36.044,1.0
3i0u,82.19999999999999,1.0
6dnf,127.703,1.0
5ias,55.299,1.0
4ni5,70.66,1.0
3u16,87.19300000000001,1.0
1qlb,132.755,1.0291085271317828
2nm2,69.469,1.0
7ai5,116.35000000000001,1.0
2ego,50.56399999999999,1.0
7qh4,264.664,2.051658914728682
4g1a,37.283,1.0
6uiv,134.757,1.0446279069767441
5utk,159.431,1.2358992248062017
6vfm,74.949,1.0
6ofi,96.762,1.0
4fd3,118.114,1.0
6tog,50.56,1.0
6q46,64.21600000000001,1.0
6qj5,72.464,1.0
5hoh,73.515,1.0
1ijy,59.839999999999996,1.0
3bru,62.47200000000001,1.0
5dig,66.755,1.0
1o2d,96.43900000000001,1.0
5u7i,111.202,1.0
6q28,145.775,1.1300387596899226
3hi9,59.819,1.0
7tjv,143.745,1.1143023255813953
5iav,84.02300000000001,1.0
7d9r,137.50900000000001,1.0659612403100776
7jt3,254.92200000000003,1.9761395348837212
5lds,238.337,1.8475736434108527
7lal,104.69,1.0
6wca,94.842,1.0
3fjj,65.816,1.0
3pnd,144.772,1.1222635658914728
4yo0,89.93299999999999,1.0
6m9u,68.812,1.0
5kqh,111.113,1.0
5dbk,85.614,1.0
6bth,65.776,1.0
5tzo,75.874,1.0
7yse,63.908,1.0
3ibv,184.662,1.4314883720930234
2bq7,60.774,1.0
7tt4,119.864,1.0
4agr,68.71,1.0
6ow0,87.92899999999999,1.0
4laf,71.454,1.0
4asr,74.561,1.0
3kn3,94.08900000000001,1.0
8et0,95.43700000000001,1.0
2h1r,72.524,1.0
6aj7,119.35400000000001,1.0
6pyj,74.426,1.0
7dmx,82.58800000000001,1.0
5yip,44.753,1.0
3bls,99.951,1.0
3asu,75.625,1.0
2n0y,53.919000000000004,1.0
1q7y,219.858,1.7043255813953488
3zol,62.072,1.0
1swp,61.858,1.0
1ki3,69.467,1.0
6w2k,94.667,1.0
2gmy,78.583,1.0
5ayx,100.423,1.0
7dt0,130.442,1.0111782945736434
1w7v,171.977,1.33315503875969
7u81,79.294,1.0
2fl1,92.038,1.0
6s18,63.611999999999995,1.0
6viu,71.285,1.0
5k3o,125.711,1.0
8fn3,82.188,1.0
8aue,92.522,1.0
7mtq,174.57199999999997,1.353271317829457
5s7p,91.759,1.0
1nm3,80.524,1.0
7q3h,136.845,1.060813953488372
5szt,70.057,1.0
5qy5,105.084,1.0
6utm,83.781,1.0
4bqd,61.139,1.0
6ad0,94.41400000000004,1.0
1ohq,52.343,1.0
3ajf,75.379,1.0
2uv0,90.179,1.0
3rbx,117.312,1.0
1cqe,101.647,1.0
2r5p,92.07300000000001,1.0
3fhw,64.757,1.0
3n2y,90.99600000000001,1.0
4juq,124.715,1.0
3ijs,108.0,1.0
3bl5,115.434,1.0
4di0,56.177,1.0
1xye,67.348,1.0
7m72,139.651,1.0825658914728682
3u3x,170.32299999999998,1.3203333333333331
5ltx,72.656,1.0
1tw2,97.47500000000001,1.0
6rnh,102.646,1.0
5stk,103.509,1.0
6r7w,64.166,1.0
5t4z,127.13300000000001,1.0
6kgb,55.010999999999996,1.0
7v19,118.369,1.0
4kyw,65.84400000000001,1.0
3h9s,104.093,1.0
6z01,135.401,1.0496201550387598
6oes,200.027,1.550596899224806
5ttx,118.31,1.0
3cbw,78.265,1.0
3pue,75.67699999999999,1.0
7kku,79.866,1.0
1z5a,87.96200000000002,1.0
3d1o,102.816,1.0
2xzq,64.052,1.0
4l8y,115.222,1.0
5fj2,84.91,1.0
6ghl,95.191,1.0
6f6e,76.10300000000001,1.0
4a48,43.777,1.0
1jco,40.928,1.0
4uqu,76.08699999999999,1.0
5xx3,47.174,1.0
1iq5,43.317,1.0
3c6l,217.63299999999998,1.6870775193798448
2jd7,217.874,1.6889457364341085
1nc2,113.114,1.0
4ou7,76.178,1.0
6dtt,102.133,1.0
2r2t,58.571,1.0
4y7s,59.359,1.0
1g1c,84.324,1.0
5qc1,66.547,1.0
7n7a,84.985,1.0
2p7t,114.872,1.0
5az2,74.854,1.0
8ejl,84.106,1.0
5ipq,148.92200000000003,1.154434108527132
5ybi,98.298,1.0
5cxy,99.515,1.0
2v51,124.035,1.0
3lcn,57.231,1.0
4c30,265.663,2.059403100775194
6wf6,54.32899999999999,1.0
5ybg,176.363,1.36715503875969
5ce8,94.97200000000001,1.0
3bas,118.537,1.0
4jln,77.456,1.0
8nse,85.236,1.0
6ndg,159.461,1.2361317829457366
6iy6,176.294,1.3666201550387598
1q95,142.168,1.102077519379845
2eis,58.161,1.0
1m4d,56.017,1.0
6bmt,79.304,1.0
6c3g,21.868000000000002,1.0
3ibr,105.838,1.0
4bo9,88.66,1.0
6emf,75.55,1.0
7jy0,70.77000000000001,1.0
1hqw,56.932,1.0
6s99,149.53,1.1591472868217054
1ncv,45.011,1.0
5ctj,55.941,1.0
5c0j,67.051,1.0
8cdk,135.259,1.0485193798449612
8d4d,235.524,1.825767441860465
1o82,73.905,1.0
4rm5,84.811,1.0
5rte,63.631,1.0
3wzh,52.596000000000004,1.0
1ms3,134.31900000000002,1.041232558139535
3qh3,111.359,1.0
4uua,82.51599999999999,1.0
4iyq,55.151,1.0
1ep1,82.851,1.0
5xao,97.241,1.0
6pw1,146.581,1.1362868217054263
5cjq,92.64599999999999,1.0
4aec,74.512,1.0
6ok4,95.171,1.0
5mns,169.33300000000003,1.3126589147286825
5vbx,58.362,1.0
1vki,61.574,1.0
6p4v,81.06500000000001,1.0
7n7b,82.629,1.0
5c1t,89.63999999999999,1.0
6y9h,52.822,1.0
8a3l,253.743,1.9669999999999999
5eyo,195.871,1.5183798449612405
1pp2,65.601,1.0
6t2b,120.82400000000001,1.0
4y99,102.386,1.0
6mrg,156.188,1.2107596899224806
6fje,95.599,1.0
3gpy,56.609,1.0
1wle,110.124,1.0
5k0g,71.818,1.0
4ha5,98.28999999999999,1.0
7n13,67.07499999999999,1.0
3s0t,72.416,1.0
1ez3,105.558,1.0
6s12,204.952,1.5887751937984496
6wab,77.397,1.0
3v6k,107.496,1.0
3w3e,85.338,1.0
1idj,101.312,1.0
4os6,56.120000000000005,1.0
6a80,75.23,1.0
5krr,98.207,1.0
6nfc,167.889,1.3014651162790698
2j9x,86.617,1.0
4lmd,63.754999999999995,1.0
6vgl,107.398,1.0
3sau,58.440999999999995,1.0
5nr7,64.671,1.0
2ks0,47.184,1.0
4yoi,75.85600000000001,1.0
6z6e,58.660000000000004,1.0
3u02,83.408,1.0
2oq1,61.846,1.0
6mzx,122.28,1.0
5f9m,105.74000000000001,1.0
5jtg,116.935,1.0
3o02,101.959,1.0
6yeo,128.238,0.994093023255814
7s5j,67.328,1.0
1eyg,71.48,1.0
3itw,61.70700000000001,1.0
1qom,120.091,1.0
4tt0,119.95,1.0
7tr0,98.48499999999999,1.0
1o12,82.903,1.0
5vbt,59.599999999999994,1.0
4m3l,94.144,1.0
5c59,183.591,1.423186046511628
3re3,102.114,1.0
4r4l,82.115,1.0
7s0r,65.94800000000001,1.0
6j4v,58.964,1.0
4h1q,61.021,1.0
8bde,180.389,1.3983643410852713
7p15,92.68299999999999,1.0
4wna,119.603,1.0
6ldo,124.839,1.0
4udr,106.25699999999999,1.0
3nba,93.65,1.0
6dqi,63.980000000000004,1.0
6bxc,110.167,1.0
6g5w,80.873,1.0
5s5l,186.511,1.4458217054263565
6mq9,122.20599999999999,1.0
1m9y,140.26299999999998,1.0873100775193796
7ox7,123.294,1.0
3bfj,259.654,2.0128217054263566
1xu9,97.555,1.0
3tyv,110.613,1.0
6s95,54.629000000000005,1.0
2pn0,80.16,1.0
4km4,75.774,1.0
5jmw,96.31700000000001,1.0
3o7o,97.97,1.0
7c8o,76.52,1.0
6dtn,50.830999999999996,1.0
5fkw,122.875,1.0
6vce,51.129999999999995,1.0
6wyc,98.962,1.0
6bxg,45.377,1.0
3gje,91.318,1.0
5acs,78.229,1.0
4hht,65.638,1.0
3hj1,108.354,1.0
5zeb,263.11699999999996,2.0396666666666663
2iko,79.821,1.0
3rbt,86.78800000000001,1.0
6ilm,118.70499999999998,1.0
1mkf,96.39,1.0
5kpu,97.53699999999999,1.0
6p50,96.647,1.0
6rz3,65.45,1.0
6f0l,219.679,1.702937984496124
6tb9,352.465,2.732286821705426
8gpc,76.709,1.0
3kmb,75.525,1.0
2pd8,63.197,1.0
4uf9,131.834,1.0219689922480621
3cf2,269.91,2.092325581395349
7u5c,144.087,1.1169534883720929
2gmi,69.379,1.0
2xrq,66.297,1.0
3rpt,68.956,1.0
4qn0,96.95600000000002,1.0
1f7t,96.764,1.0
5us9,273.74,2.122015503875969
4x4c,99.30999999999999,1.0
7dx2,213.07,1.6517054263565891
4tv0,31.879,1.0
7mzd,113.879,1.0
2pwr,50.9,1.0
6bce,65.748,1.0
7ea5,105.38099999999999,1.0
1m2w,96.41900000000001,1.0
8g9w,129.52700000000002,1.0040852713178297
3srk,91.53,1.0
6mmz,151.70300000000003,1.1759922480620157
6vbx,42.176,1.0
2uvv,69.68900000000001,1.0
2zru,111.998,1.0
6qta,73.3,1.0
7sk5,140.28300000000002,1.0874651162790698
8cyu,121.98599999999999,1.0
3eb7,130.50500000000002,1.011666666666667
4nol,85.758,1.0
5obe,61.092,1.0
6g7a,100.91199999999999,1.0
4pld,53.353,1.0
2zxh,99.616,1.0
3r1p,82.866,1.0
1ruf,88.858,1.0
7lm0,86.209,1.0
5mjt,52.965999999999994,1.0
1tbg,103.03,1.0
5teh,88.82300000000001,1.0
8byz,58.206999999999994,1.0
1yqc,68.74600000000001,1.0
4wa1,146.88,1.1386046511627907
4x6g,169.758,1.3159534883720931
7k14,148.35899999999998,1.1500697674418603
4h61,70.513,1.0
4ic0,110.62700000000001,1.0
6f13,122.008,1.0
6m17,202.041,1.5662093023255814
6q2c,96.009,1.0
6fjm,187.52700000000002,1.4536976744186048
5akw,84.22200000000001,1.0
6ym3,107.696,1.0
2wpe,182.231,1.412643410852713
2on9,31.164,1.0
2jgz,78.604,1.0
6po8,86.33699999999999,1.0
4zrl,66.606,1.0
1lau,51.669,1.0
6x5r,107.703,1.0
3lso,172.687,1.3386589147286823
3im4,42.616,1.0
6bs5,91.771,1.0
5buu,82.46300000000001,1.0
6yc7,70.206,1.0
2g3x,55.425,1.0
1cno,70.816,1.0
2qve,104.58,1.0
4z0e,57.272999999999996,1.0
3sgq,44.717,1.0
1s0o,111.12100000000001,1.0
6g4w,224.39499999999998,1.7394961240310076
4w1y,98.69500000000002,1.0
4p6d,64.992,1.0
6s35,136.915,1.0613565891472867
6bot,81.265,1.0
5vfe,62.043,1.0
7pil,123.21099999999998,1.0
1xpq,155.378,1.2044806201550387
2otn,83.00200000000001,1.0
3lcp,96.579,1.0
8e13,72.828,1.0
2eph,124.839,1.0
6qzr,233.88600000000002,1.8130697674418605
8flb,246.061,1.9074496124031008
1ibj,84.91300000000001,1.0
7sh3,55.068999999999996,1.0
6vva,80.02499999999999,1.0
7t73,138.312,1.072186046511628
4mg5,68.988,1.0
2goo,96.768,1.0
4plc,88.512,1.0
7ekl,126.35799999999999,1.0
5jr5,78.875,1.0
4hm6,84.388,1.0
2e9z,65.84100000000001,1.0
7l9h,127.11699999999999,1.0
2bq6,59.321999999999996,1.0
3rj3,105.251,1.0
2vp7,43.199,1.0
5b4c,76.053,1.0
5mi9,78.248,1.0
2bbb,51.687,1.0
5pwi,73.795,1.0
1ooq,59.559,1.0
5dui,78.472,1.0
6tlk,98.804,1.0
3pgy,105.29499999999999,1.0
1xmg,130.368,1.0106046511627906
4znh,64.30199999999999,1.0
2i6u,90.18,1.0
2avv,66.466,1.0
7m9i,54.854,1.0
3m9e,88.478,1.0
7dsf,75.838,1.0
4wy8,100.76,1.0
4utz,83.282,1.0
1a1u,36.364,1.0
3nl5,106.618,1.0
5qmj,64.962,1.0
3zpo,102.656,1.0
2afb,89.92399999999999,1.0
7czv,212.971,1.650937984496124
4ifp,117.49200000000002,1.0
3iah,81.777,1.0
5tdd,31.480000000000004,1.0
6pty,80.122,1.0
3r5c,91.73700000000001,1.0
3x29,82.655,1.0
3j1b,175.718,1.36215503875969
2bfd,87.95100000000001,1.0
1gz4,131.41,1.0186821705426357
6ebd,83.52699999999999,1.0
4ox8,72.786,1.0
6v4p,137.47199999999998,1.065674418604651
3wv9,132.265,1.0253100775193797
3sna,63.666000000000004,1.0
4yyf,87.791,1.0
6k2e,58.066,1.0
5iz0,113.50900000000001,1.0
4n9c,88.888,1.0
1zl6,123.531,1.0
7kiu,93.122,1.0
7lpd,97.869,1.0
3io9,47.604,1.0
7d6f,34.375,1.0
2efa,28.253,1.0
4gjx,113.31,1.0
5ocm,95.14399999999999,1.0
6qrm,107.13900000000001,1.0
3k3l,92.311,1.0
2bqw,60.607,1.0
2abz,99.72399999999999,1.0
5t8q,94.97800000000001,1.0
1q5h,63.34,1.0
6f22,67.797,1.0
6ws5,70.406,1.0
5unw,86.24799999999999,1.0
4x9i,99.227,1.0
3pam,87.463,1.0
2ot0,103.633,1.0
1itv,73.637,1.0
1qkr,75.102,1.0
4iie,123.275,1.0
1za5,66.892,1.0
6e6u,100.59700000000001,1.0
5koj,116.86099999999999,1.0
6o0d,119.06,1.0
1w91,168.256,1.3043100775193799
6nk0,74.613,1.0
6pnj,201.81399999999996,1.5644496124031004
2j6w,75.404,1.0
1i7o,147.439,1.142937984496124
7kdk,229.0,1.7751937984496124
5edu,128.267,0.9943178294573644
5tcg,169.23000000000002,1.3118604651162793
2g04,128.976,0.9998139534883721
5xwu,156.973,1.2168449612403103
3d2r,85.537,1.0
1r8j,74.144,1.0
1n22,136.893,1.0611860465116278
4rks,75.571,1.0
7tt2,120.89,1.0
1s5b,76.64,1.0
3ziw,121.94299999999998,1.0
1ez1,92.21000000000001,1.0
8gq5,161.957,1.2554806201550388
2zpq,86.53200000000001,1.0
8h6f,264.91,2.0535658914728683
4rt0,66.884,1.0
4qt5,80.896,1.0
4ey5,130.075,1.0083333333333333
2z79,69.311,1.0
7vk0,75.112,1.0
4zz5,52.455999999999996,1.0
7lbh,65.374,1.0
2htm,113.358,1.0
2w8f,140.98000000000002,1.0928682170542636
7oh1,159.767,1.2385038759689921
2xok,177.214,1.373751937984496
1udr,75.344,1.0
6ifb,66.15,1.0
5wrv,65.16,1.0
4xrp,184.815,1.4326744186046512
4dn2,63.307,1.0
6f4j,99.993,1.0
3sgr,55.620999999999995,1.0
6ko7,101.131,1.0
6w5q,102.009,1.0
5dns,79.163,1.0
5mvz,101.775,1.0
2ch5,133.208,1.0326201550387597
1cja,97.177,1.0
8pk0,250.19099999999997,1.9394651162790695
2vrz,86.67699999999999,1.0
4jhx,80.661,1.0
1mrd,70.701,1.0
6ki1,104.55799999999999,1.0
3zg5,129.004,1.0000310077519379
1e3l,106.396,1.0
3tsi,80.652,1.0
6n1t,93.65,1.0
5n4b,106.331,1.0
6pw6,116.46600000000001,1.0
5sp6,63.639,1.0
6t0c,69.217,1.0
7t43,77.765,1.0
6itf,89.406,1.0
4dbf,68.312,1.0
5nqb,93.482,1.0
4we5,93.916,1.0
6i0m,99.702,1.0
5mja,80.113,1.0
6m2t,137.553,1.0663023255813953
5xea,140.308,1.0876589147286821
5a9e,155.313,1.2039767441860465
6nji,91.812,1.0
1gu4,96.083,1.0
4nwl,83.09700000000001,1.0
6swc,219.13600000000002,1.6987286821705427
2vq5,86.266,1.0
6pus,224.03,1.7366666666666666
1p93,92.351,1.0
6edi,80.89099999999999,1.0
2aql,60.340999999999994,1.0
4p9z,51.425000000000004,1.0
3afk,64.58500000000001,1.0
7chj,74.158,1.0
5l0f,75.991,1.0
4e1r,78.35,1.0
2qad,159.758,1.2384341085271318
6o2r,196.52599999999998,1.5234573643410851
7c29,71.77499999999999,1.0
3vxd,117.781,1.0
5mcy,225.263,1.7462248062015504
6cja,99.357,1.0
5dj0,71.55799999999999,1.0
1kol,91.44,1.0
6wir,94.31,1.0
6e6a,82.97800000000001,1.0
5rv6,63.616,1.0
5ttg,80.78,1.0
5xxa,58.779999999999994,1.0
1d8a,72.27699999999999,1.0
3i9o,65.895,1.0
8e43,164.38400000000001,1.274294573643411
5q1a,91.346,1.0
5hjy,124.501,1.0
1gtz,97.78800000000001,1.0
4phd,65.582,1.0
7nsy,66.71,1.0
1b7y,126.234,1.0
2awn,131.058,1.0159534883720929
7s7f,71.432,1.0
6ihi,80.09100000000001,1.0
1wcy,126.193,1.0
7t5s,122.72200000000001,1.0
4p4h,151.639,1.1754961240310078
8cya,281.311,2.180705426356589
1ke0,101.39099999999999,1.0
3ouc,56.589,1.0
6lu8,241.317,1.8706744186046511
6eje,95.409,1.0
2xcg,86.42499999999998,1.0
3mrr,67.88300000000001,1.0
5vxd,80.924,1.0
2j8r,61.776,1.0
5tfo,63.615,1.0
3eup,66.003,1.0
7d93,188.596,1.4619844961240311
3ezj,152.572,1.1827286821705427
1ghv,55.062000000000005,1.0
2pbw,67.785,1.0
2y6r,111.435,1.0
6p3l,57.013999999999996,1.0
8i71,107.524,1.0
5e8d,91.78200000000001,1.0
7wig,94.91,1.0
3ozx,103.626,1.0
1id5,79.084,1.0
5hhc,61.897000000000006,1.0
2mit,33.68,1.0
2z7i,82.113,1.0
4id3,49.577999999999996,1.0
3mcz,88.757,1.0
4d8t,108.563,1.0
2axi,47.682,1.0
7a0j,89.16300000000001,1.0
7c23,82.577,1.0
7s67,107.08900000000001,1.0
3oot,80.822,1.0
4i2h,57.424,1.0
4r2m,66.69,1.0
4aj2,89.131,1.0
5pvy,61.809,1.0
3mc4,78.315,1.0
3mi8,68.87700000000001,1.0
1t6t,53.048,1.0
5y39,91.70599999999999,1.0
2xnc,84.333,1.0
6uh4,133.321,1.0334961240310077
3gdk,92.355,1.0
4g1n,133.868,1.0377364341085271
6hqw,101.4,1.0
2e09,68.92,1.0
3mxd,54.476,1.0
5pyo,73.618,1.0
1jb4,49.64699999999999,1.0
5zss,96.003,1.0
3l9y,62.964999999999996,1.0
5qm3,62.824,1.0
2qb6,99.164,1.0
6yq5,103.952,1.0
4coc,57.848,1.0
2wis,75.92699999999999,1.0
5kl1,93.079,1.0
3ktg,101.956,1.0
6uhk,72.41499999999999,1.0
6lgb,97.185,1.0
5uxw,83.38,1.0
5en2,92.69800000000001,1.0
4r3d,118.69,1.0
5xbm,129.06,1.0004651162790699
8tgy,120.869,1.0
4zce,46.197,1.0
2xyx,105.31,1.0
7b8w,100.431,1.0
3ode,50.573,1.0
2lb0,32.122,1.0
7b80,106.769,1.0
3v3x,79.034,1.0
5yv1,109.0,1.0
2pfk,139.096,1.078263565891473
2v3z,83.226,1.0
3ea0,71.904,1.0
5mgx,115.01,1.0
2dyn,64.208,1.0
1oi0,80.984,1.0
2xq2,109.57400000000001,1.0
1pqv,199.858,1.5492868217054263
3w6e,100.485,1.0
7rr8,227.79,1.7658139534883721
5khw,93.601,1.0
1mc1,82.34899999999999,1.0
2rtg,55.004,1.0
5opq,159.226,1.2343100775193798
6p2c,71.021,1.0
2i8t,68.71700000000001,1.0
5fpd,93.577,1.0
4g2j,107.85,1.0
2xus,59.792,1.0
6p2r,96.394,1.0
6vvr,51.781000000000006,1.0
5qoc,65.05,1.0
6iz3,125.63399999999999,1.0
1awp,51.255,1.0
6pa8,131.119,1.0164263565891474
4hfu,189.726,1.4707441860465116
5cdw,124.41900000000001,1.0
5pvp,61.255,1.0
4lnm,94.52600000000001,1.0
