pdb_id,max_dist,apix
5kbw,62.410999999999994,1.0
1hv2,42.501999999999995,1.0
7c67,74.096,1.0
3wrj,109.519,1.0
4iy9,103.78,1.0
6ytx,135.61399999999998,1.0512713178294573
1ghq,91.273,1.0
7kk2,91.086,1.0
3ek6,115.563,1.0
1tuf,86.06099999999999,1.0
1apy,68.993,1.0
4nj2,46.163,1.0
6mys,122.72899999999998,1.0
4bul,106.217,1.0
2gc1,78.8,1.0
3cw7,114.835,1.0
6w0f,115.535,1.0
4zo6,100.182,1.0
6g40,100.828,1.0
6wrs,216.49300000000002,1.6782403100775196
3h91,49.359,1.0
2xe2,79.7,1.0
7t5z,124.31400000000001,1.0
8b70,98.00399999999999,1.0
5ngg,80.556,1.0
4jds,116.937,1.0
2r41,66.37299999999999,1.0
5wkx,120.672,1.0
6no2,75.42699999999999,1.0
6mmp,169.409,1.3132480620155038
6w7z,65.132,1.0
1ihw,43.004999999999995,1.0
2i3d,81.606,1.0
4dg7,99.24199999999999,1.0
2cjt,85.774,1.0
4o1h,67.22200000000001,1.0
3c1v,70.669,1.0
7qv1,259.921,2.014891472868217
6gjq,118.19800000000001,1.0
3o2v,69.469,1.0
5y1u,94.593,1.0
6p8x,82.228,1.0
2d3b,127.206,1.0
7uvm,101.472,1.0
1grl,147.226,1.1412868217054264
5xij,127.476,1.0
6pvo,130.11700000000002,1.0086589147286824
4tm0,122.093,1.0
5gs7,95.333,1.0
6iga,112.572,1.0
2h34,75.929,1.0
4ymi,67.872,1.0
4py5,60.69399999999999,1.0
8b4q,58.275999999999996,1.0
6bbo,119.28999999999999,1.0
1l9d,96.73100000000001,1.0
1o5w,131.96,1.0229457364341086
5zyr,72.232,1.0
4a7t,68.556,1.0
5e15,66.442,1.0
1m1o,107.49000000000001,1.0
2r43,51.019999999999996,1.0
4f4a,69.827,1.0
1bng,71.247,1.0
6f4n,99.82000000000001,1.0
3rzj,53.717999999999996,1.0
1eer,96.091,1.0
2z90,85.90899999999999,1.0
3sd0,84.898,1.0
6b19,97.78599999999999,1.0
4h3g,99.369,1.0
7evr,61.325,1.0
5iik,65.507,1.0
3hd7,169.917,1.3171860465116279
4ekq,65.229,1.0
5ejs,112.572,1.0
6zd3,68.40299999999999,1.0
6mco,197.395,1.5301937984496126
3d6x,84.501,1.0
1jjt,83.82000000000001,1.0
3kph,115.66,1.0
3kxa,91.14,1.0
7eh7,138.83499999999998,1.0762403100775193
4fm1,84.74,1.0
2w5m,61.501000000000005,1.0
6fjc,61.096,1.0
2k17,57.254,1.0
7l9y,85.998,1.0
3ni7,72.532,1.0
2vo0,68.34299999999999,1.0
1c9k,69.863,1.0
6mbt,82.139,1.0
2kxo,64.477,1.0
3dxk,127.564,1.0
5nsd,90.159,1.0
5tqi,75.294,1.0
6fvn,123.051,1.0
4nag,21.825,1.0
3eql,350.557,2.717496124031008
5ew3,102.289,1.0
2xa9,98.23,1.0
8pwb,52.269,1.0
2x51,110.628,1.0
7rmq,26.916999999999998,1.0
1au7,63.354,1.0
5aa4,128.08100000000002,0.9928759689922482
4djq,54.324,1.0
5d0a,112.341,1.0
6lkz,92.157,1.0
2xfa,64.469,1.0
3lfr,62.076,1.0
1fhf,109.569,1.0
7gk2,73.397,1.0
5l8e,92.337,1.0
4rq0,60.419,1.0
4utu,78.553,1.0
1bxh,77.516,1.0
5xgx,84.46900000000001,1.0
3q2g,75.091,1.0
5x3z,39.333,1.0
7kwy,52.208,1.0
5n7p,68.58,1.0
8d99,83.98,1.0
2omd,61.653,1.0
4lo0,98.385,1.0
2bxf,125.31400000000001,1.0
1r8g,78.18700000000001,1.0
3isc,65.554,1.0
3vyu,82.137,1.0
6yfv,89.682,1.0
5ykz,54.69,1.0
5vrv,143.693,1.1138992248062016
8fli,88.17999999999998,1.0
2j5y,48.702,1.0
4hbm,101.364,1.0
3c9k,72.622,1.0
6im6,84.94099999999999,1.0
4wvc,99.546,1.0
4pv1,110.772,1.0
6dwg,77.83,1.0
6kg2,75.97,1.0
8b9d,215.382,1.6696279069767441
6ns5,123.005,1.0
6nw1,35.933,1.0
1xd3,79.786,1.0
5zqo,54.119,1.0
5u3b,91.09,1.0
3n60,86.599,1.0
4ci2,245.147,1.9003643410852713
2vhs,85.798,1.0
3sld,157.905,1.2240697674418606
6ekq,64.013,1.0
7mej,90.10499999999999,1.0
2bpm,109.918,1.0
6sqz,58.134,1.0
4rql,97.013,1.0
4rto,52.705,1.0
3um0,85.274,1.0
5xnp,127.504,1.0
3kyk,69.95500000000001,1.0
6yx0,62.2,1.0
3um2,109.304,1.0
2vja,128.519,0.9962713178294574
3asq,67.35300000000001,1.0
4har,88.565,1.0
4b36,67.673,1.0
3rf9,95.14800000000001,1.0
8ghv,118.654,1.0
3r95,67.10999999999999,1.0
7vse,69.229,1.0
1cmx,82.47999999999999,1.0
2jer,147.482,1.1432713178294573
4bii,86.478,1.0
1pt7,85.22399999999999,1.0
3qrj,83.636,1.0
7n79,93.015,1.0
6nkw,61.522999999999996,1.0
7syj,233.091,1.806906976744186
6kwk,71.44800000000001,1.0
1p57,64.90700000000001,1.0
6a35,102.337,1.0
1f6n,85.184,1.0
6gm2,104.56700000000001,1.0
6f9i,137.328,1.0645581395348838
7vyw,14.078,1.0
4m6d,124.405,1.0
6toh,51.98,1.0
4onk,16.405,1.0
7jk4,149.974,1.1625891472868217
2ef1,81.257,1.0
3ept,116.832,1.0
4elx,85.57200000000002,1.0
7co8,60.028,1.0
1vrs,105.34299999999999,1.0
5n9x,101.45,1.0
5pte,61.025999999999996,1.0
6gte,144.097,1.117031007751938
4djk,109.63399999999999,1.0
5xz4,64.711,1.0
4fgy,58.857,1.0
4eee,101.26400000000001,1.0
3quf,85.315,1.0
3inl,154.148,1.1949457364341085
6emi,106.42000000000002,1.0
7r0c,18.271,1.0
4eei,110.48200000000001,1.0
3it2,76.511,1.0
6c2s,103.10399999999998,1.0
1gsu,62.762,1.0
7xgq,78.642,1.0
3n2m,76.425,1.0
1i5h,45.483999999999995,1.0
2v5c,125.693,1.0
2wt7,101.545,1.0
4dga,84.81899999999999,1.0
3jbt,293.66799999999995,2.2764961240310075
6mg3,99.91,1.0
1zqn,63.342,1.0
1ohy,130.54,1.011937984496124
5nbp,71.58,1.0
6r4r,103.249,1.0
7djs,84.805,1.0
4pje,176.938,1.371612403100775
5b1y,74.122,1.0
6don,51.804,1.0
2wt2,95.448,1.0
6ago,88.703,1.0
5udn,89.03,1.0
3bu6,56.576,1.0
6z6s,71.994,1.0
6snc,100.285,1.0
2aov,85.55199999999999,1.0
2gmw,72.41199999999999,1.0
7mmn,180.07,1.395891472868217
4lq8,96.294,1.0
4jiz,49.485,1.0
7rty,78.187,1.0
3vaz,145.249,1.1259612403100774
4co6,105.494,1.0
2rnf,58.101,1.0
5ubv,84.90200000000002,1.0
4i18,114.029,1.0
3e91,77.498,1.0
4w5b,81.14500000000001,1.0
4n3c,96.14099999999999,1.0
3neq,59.081,1.0
7glz,74.123,1.0
5d4n,50.44,1.0
4k7o,91.384,1.0
3pel,52.815,1.0
3wz4,116.428,1.0
5ixh,67.126,1.0
6jx6,88.97699999999999,1.0
7ega,347.934,2.6971627906976745
5jh5,114.43900000000001,1.0
6dy8,79.423,1.0
1ag9,72.442,1.0
5d3i,117.118,1.0
6jmk,60.619,1.0
1qfw,109.511,1.0
4o89,76.99199999999999,1.0
5dpd,114.61,1.0
7cgb,210.308,1.630294573643411
7luv,287.54,2.2289922480620157
3dx8,71.199,1.0
6ebl,120.579,1.0
5fpf,84.491,1.0
4oe7,83.925,1.0
5lpf,70.105,1.0
1d7j,61.199,1.0
1m8x,142.913,1.1078527131782947
3d95,58.42999999999999,1.0
7vvn,102.41699999999999,1.0
3s3x,123.762,1.0
4pas,58.166,1.0
8cl1,16.095,1.0
6lio,106.727,1.0
1zwz,58.426,1.0
6dvu,73.31400000000001,1.0
6vej,157.128,1.218046511627907
1jrp,206.40699999999998,1.6000542635658914
6hdz,110.291,1.0
3n3b,93.695,1.0
1pfr,82.47,1.0
7v3x,240.71,1.865968992248062
7ndi,95.66,1.0
5tvr,80.792,1.0
6vlm,53.251,1.0
3bh9,68.156,1.0
7jms,106.588,1.0
4hc1,141.118,1.093937984496124
1uvi,166.16699999999997,1.2881162790697673
5tzz,111.66300000000001,1.0
6ic9,68.351,1.0
6p2b,94.233,1.0
8icx,62.948,1.0
2sar,66.77,1.0
7lzi,115.136,1.0
5bn1,70.672,1.0
7dxq,114.628,1.0
6rp5,55.687999999999995,1.0
4ui1,94.499,1.0
2wkc,61.584,1.0
7n89,72.123,1.0
1hfe,92.45500000000001,1.0
1m34,343.221,2.6606279069767442
3iac,95.17399999999999,1.0
2af2,57.329,1.0
2yjt,93.11,1.0
5x1m,114.44200000000001,1.0
6to2,104.09299999999999,1.0
2bl0,89.84,1.0
1bpy,60.459,1.0
2xts,120.26899999999999,1.0
7k4e,132.90499999999997,1.0302713178294571
3dh0,73.066,1.0
1d7f,95.57799999999999,1.0
7cgc,106.09300000000002,1.0
3po9,71.934,1.0
1l5x,93.72800000000001,1.0
3di6,109.41,1.0
5w56,89.178,1.0
4bub,92.28999999999999,1.0
4kde,81.631,1.0
2dvl,113.167,1.0
5bsa,71.072,1.0
5ed9,94.643,1.0
2re1,55.581,1.0
7y0t,91.131,1.0
2f17,84.02199999999999,1.0
5n1d,69.711,1.0
7t10,116.39200000000001,1.0
4uas,70.88000000000001,1.0
3ggh,89.45500000000001,1.0
3jqd,94.182,1.0
5obt,84.41300000000001,1.0
1s10,70.689,1.0
2xrp,190.753,1.478705426356589
5esu,104.272,1.0
1g60,66.42399999999999,1.0
1ghw,54.721999999999994,1.0
4yly,72.28200000000001,1.0
4p77,60.731,1.0
3mka,179.70600000000002,1.3930697674418606
1v7h,20.701999999999998,1.0
3qvg,96.668,1.0
7gij,73.664,1.0
7rti,82.157,1.0
3qu6,60.43,1.0
1ku1,104.047,1.0
4mff,65.41499999999999,1.0
2axt,176.65800000000002,1.3694418604651164
3o0o,116.875,1.0
2rtr,53.407999999999994,1.0
7km8,54.889,1.0
6kpj,131.94,1.0227906976744185
2d0n,45.7,1.0
4ydf,55.095,1.0
6y1i,110.293,1.0
6emj,85.399,1.0
4pft,100.502,1.0
5f9j,65.521,1.0
1qzu,129.49,1.0037984496124033
3mii,74.672,1.0
1f14,90.03099999999999,1.0
3bth,52.673,1.0
3f50,47.081,1.0
4hbr,78.186,1.0
4kx8,92.77,1.0
6gef,123.624,1.0
3ogu,62.19499999999999,1.0
3o94,71.48400000000001,1.0
1bhh,58.65,1.0
1pm9,74.36,1.0
3m47,65.059,1.0
2d1c,84.16799999999999,1.0
4wur,79.39300000000001,1.0
6g2d,326.536,2.5312868217054265
8bjg,58.218999999999994,1.0
6ugc,40.012,1.0
1ky9,94.461,1.0
4dyt,120.67099999999999,1.0
5vwt,129.75300000000001,1.0058372093023258
7dx7,213.327,1.6536976744186047
3oua,59.084,1.0
1br4,181.79399999999998,1.4092558139534883
7a28,91.577,1.0
2wpf,181.688,1.4084341085271317
6whk,104.903,1.0
4zl6,120.07,1.0
1bkj,61.55500000000001,1.0
4odu,99.834,1.0
4ghl,74.169,1.0
3viq,102.673,1.0
6zbq,51.745999999999995,1.0
5yag,83.599,1.0
3gvy,87.049,1.0
1vqw,97.387,1.0
7ccm,93.646,1.0
1ljt,52.164,1.0
1kve,52.309000000000005,1.0
7fho,107.70899999999999,1.0
1ypy,73.362,1.0
1kbh,38.678,1.0
1ode,54.416,1.0
1pk9,86.959,1.0
6iu6,100.199,1.0
4y0m,185.804,1.4403410852713179
7bek,98.462,1.0
4ch9,89.96600000000001,1.0
8c93,181.774,1.4091007751937985
4tn3,169.779,1.3161162790697674
4zar,46.071,1.0
6zqt,71.501,1.0
2iv3,121.231,1.0
4hsu,93.834,1.0
7aq9,93.929,1.0
5kmf,99.668,1.0
4ye3,60.501999999999995,1.0
5ufm,78.13300000000001,1.0
1xdo,109.665,1.0
1w9f,74.646,1.0
7kwx,75.851,1.0
7a86,62.583,1.0
3stb,75.80199999999999,1.0
2awo,130.459,1.01131007751938
5ijk,79.689,1.0
2lyd,59.429,1.0
7dk5,326.506,2.5310542635658915
5brh,83.983,1.0
4ttc,114.00799999999998,1.0
3zcb,53.638999999999996,1.0
5afk,88.08699999999999,1.0
4rmd,47.969,1.0
5bnx,76.414,1.0
4tuy,187.39,1.4526356589147287
7mcq,93.078,1.0
5wgd,60.669,1.0
3k3q,69.32400000000001,1.0
7ucc,100.071,1.0
5ur3,71.922,1.0
3kde,40.004999999999995,1.0
3i1f,99.506,1.0
5i16,90.958,1.0
5pv3,61.321,1.0
4iml,115.05000000000001,1.0
3r6a,55.837,1.0
3wx2,66.85,1.0
7vk3,75.282,1.0
1uun,96.362,1.0
4aqe,129.42000000000002,1.0032558139534884
5bn3,93.284,1.0
7pj8,69.116,1.0
6rqh,282.38,2.1889922480620156
7pqn,89.973,1.0
7rck,87.846,1.0
5cxt,105.37899999999999,1.0
5muz,51.832,1.0
5db8,65.236,1.0
5fl0,135.76399999999998,1.0524341085271316
7e9k,176.168,1.3656434108527131
6uw3,98.499,1.0
6cx7,117.88900000000001,1.0
3dao,70.74,1.0
1pj4,131.784,1.021581395348837
1zpl,65.161,1.0
6ijf,75.627,1.0
5xgg,77.044,1.0
1g6g,65.445,1.0
4juu,67.235,1.0
5h5l,60.161,1.0
7anb,100.45400000000001,1.0
2ijn,137.426,1.0653178294573642
3c56,82.174,1.0
3mdg,67.187,1.0
2vmy,90.877,1.0
3n7h,64.89,1.0
6w1d,96.04,1.0
3oce,113.47900000000001,1.0
2r5z,60.373,1.0
6i8a,249.813,1.9365348837209302
3nfe,65.47399999999999,1.0
5sx8,133.505,1.034922480620155
6hvq,96.305,1.0
6wn4,108.479,1.0
3lui,60.651,1.0
3fh0,58.315999999999995,1.0
2mna,46.664,1.0
6v6h,96.917,1.0
5xmh,125.151,1.0
4grr,52.43899999999999,1.0
2fao,76.549,1.0
6pm1,123.83,1.0
1ke4,102.321,1.0
2ox4,117.10999999999999,1.0
6mhl,93.88900000000001,1.0
4dtn,92.286,1.0
8fz6,168.833,1.3087829457364342
6arj,117.695,1.0
3ev2,61.510000000000005,1.0
6saq,111.56800000000001,1.0
1tfw,169.541,1.3142713178294574
4qc0,90.832,1.0
5kku,128.083,0.992891472868217
4i85,55.251000000000005,1.0
1xfc,87.65100000000001,1.0
6j69,89.679,1.0
5ysk,79.748,1.0
6tao,103.009,1.0
3sth,84.654,1.0
5fh6,78.51,1.0
1qap,77.697,1.0
5iuf,130.296,1.010046511627907
1pzx,77.967,1.0
2pke,74.818,1.0
7cuu,74.301,1.0
1ce0,50.646,1.0
1yhc,77.918,1.0
5wqk,84.519,1.0
6ldp,96.806,1.0
4auy,56.338,1.0
4ygi,41.260999999999996,1.0
6u8j,209.266,1.6222170542635659
5uic,53.345,1.0
3o1h,125.368,1.0
4ef8,79.17099999999999,1.0
2gl3,63.173,1.0
4o6k,76.519,1.0
3k5v,89.191,1.0
5gm3,78.836,1.0
6cno,104.609,1.0
6oiy,127.14999999999999,1.0
6g4m,128.325,0.9947674418604651
5jvm,79.051,1.0
1z9c,103.21099999999998,1.0
2qkt,54.707,1.0
5dg4,131.12800000000001,1.0164961240310078
7ax1,99.84899999999999,1.0
6mud,62.486,1.0
6cwx,64.6,1.0
2ch7,229.80599999999998,1.781441860465116
2b4s,129.92700000000002,1.007186046511628
1io7,101.93799999999999,1.0
6r5a,72.285,1.0
2ghz,51.53,1.0
6d55,117.81700000000001,1.0
3lly,46.381,1.0
4b4n,46.122,1.0
3lmm,128.90800000000002,0.9992868217054265
4rhc,108.15299999999999,1.0
4ok7,99.374,1.0
4r5y,89.07300000000001,1.0
8sou,46.293,1.0
6kbx,54.89,1.0
3o31,76.931,1.0
7piv,115.62,1.0
5poe,61.465,1.0
6ufp,161.86599999999999,1.2547751937984495
7k8k,95.253,1.0
3oy5,51.146,1.0
2g22,93.651,1.0
8gxu,165.95,1.2864341085271318
2jat,83.41499999999999,1.0
2ay0,64.47399999999999,1.0
4eto,51.128,1.0
4mdx,59.657,1.0
8cy1,138.523,1.0738217054263566
4qot,47.068,1.0
1l5w,115.795,1.0
6l8p,55.872,1.0
2y6i,103.477,1.0
5wes,68.982,1.0
3oq8,100.944,1.0
4yh2,113.274,1.0
7wm7,81.691,1.0
2dio,69.94,1.0
2v9g,94.15899999999999,1.0
6pyt,182.291,1.413108527131783
4ce8,57.983999999999995,1.0
6f89,90.813,1.0
2ntj,73.797,1.0
4e1j,162.231,1.2576046511627907
2yml,67.836,1.0
4ku0,98.269,1.0
6c19,76.039,1.0
7pd3,240.40599999999998,1.863612403100775
5wkz,69.673,1.0
2zld,95.714,1.0
3lwb,71.57900000000001,1.0
4p0r,118.90100000000001,1.0
6wbv,101.97900000000001,1.0
6ukw,63.699000000000005,1.0
3iq3,51.697,1.0
4xws,93.65599999999999,1.0
5zuj,47.202,1.0
5vs7,46.852000000000004,1.0
1mxv,99.09700000000001,1.0
3mu6,74.95700000000001,1.0
5u8w,130.971,1.0152790697674419
4rvp,89.09200000000001,1.0
6ohs,129.738,1.005720930232558
6f0q,63.251000000000005,1.0
2wg8,65.654,1.0
3c7n,109.715,1.0
6ye4,118.432,1.0
5zlu,283.324,2.19631007751938
3q24,295.432,2.290170542635659
2o2y,90.859,1.0
4xfw,72.779,1.0
4cz8,90.25399999999999,1.0
6oxz,54.602000000000004,1.0
4u7h,70.102,1.0
2o3o,215.19000000000003,1.6681395348837211
3fyy,90.69999999999999,1.0
3r1v,64.718,1.0
6f1y,129.14200000000002,1.0011007751937986
5ul6,34.523,1.0
2dpf,94.227,1.0
6obr,72.62100000000001,1.0
6xq3,106.405,1.0
6gev,51.708999999999996,1.0
2dph,90.155,1.0
1p74,92.00899999999999,1.0
4fkx,69.898,1.0
6p4b,88.74000000000001,1.0
3u8d,53.684,1.0
5wls,95.015,1.0
7k4x,77.637,1.0
1tzb,63.926,1.0
4bh2,133.99099999999999,1.03868992248062
5gkg,81.132,1.0
6pu1,66.612,1.0
3wb2,68.697,1.0
7rj6,82.025,1.0
5n1w,72.322,1.0
7lv8,82.35100000000001,1.0
4bmr,75.662,1.0
7sl2,114.024,1.0
5kpm,81.955,1.0
8itf,103.469,1.0
1vl8,68.188,1.0
5mpx,73.96799999999999,1.0
1tk0,107.815,1.0
7sfo,60.717999999999996,1.0
2c1h,79.84100000000001,1.0
4plo,106.634,1.0
7bef,250.57,1.9424031007751938
3gib,58.492000000000004,1.0
8jtm,159.85899999999998,1.2392170542635657
6vwp,139.572,1.0819534883720932
5szg,83.667,1.0
7skb,132.148,1.0244031007751937
4haa,100.832,1.0
2zu8,87.354,1.0
6si4,71.96700000000001,1.0
3d32,61.985,1.0
4ach,96.316,1.0
3fvw,91.28,1.0
6kxs,177.436,1.3754728682170543
5vkz,65.632,1.0
6wyd,131.62400000000002,1.020341085271318
1ww7,68.299,1.0
1pqh,59.336000000000006,1.0
6zyx,354.766,2.750124031007752
5a7w,80.914,1.0
6do2,109.281,1.0
3m62,148.03300000000002,1.147542635658915
4kes,165.221,1.2807829457364341
4v77,257.40099999999995,1.9953565891472864
3e07,53.876,1.0
4q7d,73.43,1.0
3wxg,119.35,1.0
7ozo,258.833,2.0064573643410855
3uk7,92.487,1.0
5a0q,160.082,1.2409457364341085
7oda,96.6,1.0
4yrk,135.17000000000002,1.0478294573643412
1m57,149.90300000000002,1.1620387596899227
4m9a,98.774,1.0
